Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-01-13,12.851292963021654,12.874257402201975,12.819447239985438,12.854660034179688,226021600,0.0,0.0
2012-01-17,12.989084086047672,13.043895071048372,12.951114999593171,13.00439453125,242897200,0.0,0.0
2012-01-18,13.073592561346144,13.150448931292173,13.053383596809127,13.139426231384277,276791200,0.0,0.0
2012-01-19,13.171270613862639,13.208626453259946,13.059813060347546,13.097782135009766,261738400,0.0,0.0
2012-01-20,13.089822912205456,13.090128712242432,12.852822160018414,12.86966323852539,413974400,0.0,0.0
2012-01-23,12.942233055649279,13.119218500221052,12.930903737031786,13.087372779846191,306062400,0.0,0.0
2012-01-24,13.016638777753936,13.016638777753936,12.846696569075563,12.873029708862305,547638000,0.0,0.0
2012-01-25,13.915034037422984,13.915339837404158,13.587092175260151,13.676809310913086,958314000,0.0,0.0
2012-01-26,13.728865670023024,13.742031423764693,13.56902874265772,13.614652633666992,323985200,0.0,0.0
2012-01-27,13.605770353243003,13.732538344038206,13.588317678039676,13.695794105529785,299709200,0.0,0.0
2012-01-30,13.64772352508318,13.89850328832702,13.637925658366028,13.871251106262207,379341200,0.0,0.0
2012-01-31,13.95024588155172,14.03138916519479,13.873082903277195,13.977498054504395,391683600,0.0,0.0
2012-02-01,14.036598800215579,14.054358095658252,13.949025523093477,13.968621253967285,270046000,0.0,0.0
2012-02-02,13.959738378652355,13.998625666680368,13.900947929035235,13.9358549118042,186796400,0.0,0.0
2012-02-03,14.002607135278703,14.085281048957475,13.949327627770831,14.075482368469238,286599600,0.0,0.0
2012-02-06,14.035678102047155,14.23777101083049,14.030167161112393,14.206844329833984,249412800,0.0,0.0
2012-02-07,14.246042022000776,14.383833562277536,14.225525618631337,14.35566234588623,316223600,0.0,0.0
2012-02-08,14.406796308073387,14.599396352361685,14.38229960104707,14.596029281616211,407890000,0.0,0.0
2012-02-09,14.72096030623746,15.210577235922651,14.714836129027681,15.100956916809082,884214800,0.0,0.0
2012-02-10,15.033289978916741,15.237219399557455,14.95949403677125,15.108614921569824,631302000,0.0,0.0
2012-02-13,15.295703608307086,15.427370989152456,15.220990268150306,15.389708518981934,517216000,0.0,0.0
2012-02-14,15.452781176549033,15.60281941892611,15.371332078586361,15.59975814819336,460398400,0.0,0.0
2012-02-15,15.746736379746357,16.11509623837324,15.214863441494058,15.238748550415039,1506120000,0.0,0.0
2012-02-16,15.049825547580346,15.459829925542362,14.900704651839332,15.377767562866211,944552000,0.0,0.0
2012-02-17,15.405320124389638,15.548010990794541,15.319277484523948,15.375006675720215,535805200,0.0,0.0
2012-02-21,15.520760725723187,15.764803886413574,15.436248710817306,15.764803886413574,605595200,0.0,0.0
2012-02-22,15.710604985325059,15.784399279103152,15.587817272196887,15.709380149841309,483302400,0.0,0.0
2012-02-23,15.77184046716445,15.856046655337513,15.60098005586804,15.811952590942383,568027600,0.0,0.0
2012-02-24,15.912389535566572,16.011292122962647,15.880851253481243,15.996288299560547,415072000,0.0,0.0
2012-02-27,15.962610314308359,16.182770016976765,15.808591734228724,16.0988712310791,547582000,0.0,0.0
2012-02-28,16.166229816398477,16.394350051879883,16.10162098771538,16.394350051879883,600387200,0.0,0.0
2012-02-29,16.5826629597424,16.767915588413242,16.40322870659512,16.609607696533203,952011200,0.0,0.0
2012-03-01,16.785059150268502,16.78628562047486,16.497229486946072,16.671764373779297,683270000,0.0,0.0
2012-03-02,16.664727245060877,16.743113429800488,16.612059329762577,16.693510055541992,431712400,0.0,0.0
2012-03-05,16.70085963890659,16.763936202959613,16.106214374473083,16.325456619262695,809124400,0.0,0.0
2012-03-06,16.034565165606654,16.34168486780646,15.806750692061167,16.236658096313477,810238800,0.0,0.0
2012-03-07,16.436909760446856,16.46691740062496,16.023536937585718,16.249820709228516,798520800,0.0,0.0
2012-03-08,16.372300711443376,16.62644824962025,16.293607107056726,16.595829010009766,516457200,0.0,0.0
2012-03-09,16.663814544883266,16.77190425174359,16.630132380639232,16.69321060180664,418919200,0.0,0.0
2012-03-12,16.8098694886037,16.90234375,16.74924094979191,16.90234375,407282400,0.0,0.0
2012-03-13,17.07197637261266,17.39777437756829,17.017164585522917,17.39532470703125,690855200,0.0,0.0
2012-03-14,17.699991376432283,18.210428657694962,17.618846471507105,18.053041458129883,1418844000,0.0,0.0
2012-03-15,18.360165778967897,18.372414131369197,17.7153055603328,17.92995262145996,1159718000,0.0,0.0
2012-03-16,17.904226648958147,18.041404891304108,17.698459285439206,17.930253982543945,825487600,0.0,0.0
2012-03-19,18.322199267343034,18.426307002084176,18.036819170381207,18.405792236328125,901236000,0.0,0.0
2012-03-20,18.357100707150376,18.583382838553547,18.11122121596332,18.554601669311523,816662000,0.0,0.0
2012-03-21,18.456016541448424,18.667602440449418,18.415292792982026,18.448667526245117,644042000,0.0,0.0
2012-03-22,18.304133426818574,18.5099025061786,18.23523847876614,18.35190200805664,623870800,0.0,0.0
2012-03-23,18.387116959260386,18.427229097386412,18.200639424630968,18.251163482666016,430488800,0.0,0.0
2012-03-26,18.365678657291742,18.591045094661443,18.226971366420457,18.585838317871094,595742000,0.0,0.0
2012-03-27,18.561348753678484,18.870612417383256,18.557674246480094,18.81549644470215,607129600,0.0,0.0
2012-03-28,18.934910406644782,19.02891530561843,18.68780597471974,18.911640167236328,655460400,0.0,0.0
2012-03-29,18.76343592739273,18.87918041532126,18.593494519206395,18.67402458190918,608238400,0.0,0.0
2012-03-30,18.640646943576233,18.695457095382917,18.30903056220494,18.35832977294922,731038000,0.0,0.0
2012-04-02,18.428144620442467,18.946850116616677,18.383744748671166,18.942564010620117,598351600,0.0,0.0
2012-04-03,19.208038375514754,19.358385678166613,19.061368849254457,19.2698917388916,834559600,0.0,0.0
2012-04-04,19.117716153434365,19.163952474085026,18.892657093313122,19.116491317749023,572980800,0.0,0.0
2012-04-05,19.198240793047773,19.433404252022175,19.088620492579153,19.403396606445312,641298000,0.0,0.0
2012-04-09,19.172216064976773,19.592018995551452,19.146801956887376,19.48147964477539,597536800,0.0,0.0
2012-04-10,19.59478167441457,19.719405860492706,19.168242809879953,19.242956161499023,889725200,0.0,0.0
2012-04-11,19.480564527442738,19.501079296334126,19.086787258867453,19.174362182617188,696614800,0.0,0.0
2012-04-12,19.137613557865468,19.331440067253144,18.99982203772647,19.0693302154541,614336800,0.0,0.0
2012-04-13,19.110366419424505,19.12843315392637,18.479590782887048,18.532257080078125,859644800,0.0,0.0
2012-04-16,18.680148506753437,18.68688428345766,17.70612150826296,17.763687133789062,1050786800,0.0,0.0
2012-04-17,17.727247331868668,18.678308142172188,17.51198704495656,18.66912269592285,1025528000,0.0,0.0
2012-04-18,18.79221964258653,18.992170344169203,18.45509064545815,18.627483367919922,954531200,0.0,0.0
2012-04-19,18.37884417713264,18.516941489215526,17.898106972972936,17.987518310546875,834719200,0.0,0.0
2012-04-20,18.108161318643596,18.207371333734752,17.466362396760868,17.544750213623047,1030985200,0.0,0.0
2012-04-23,17.472185198003277,17.65774368804155,17.043808384765047,17.50555992126465,966529200,0.0,0.0
2012-04-24,17.227224604761545,17.382775457148263,16.994204943908603,17.155879974365234,1076149200,0.0,0.0
2012-04-25,18.851003130821397,18.923266758087188,18.555824446965058,18.67830467224121,905777600,0.0,0.0
2012-04-26,18.80905539955351,18.821916985946267,18.437326935159852,18.607881546020508,536068400,0.0,0.0
2012-04-27,18.527357739238333,18.56134569875848,18.38742232391607,18.463972091674805,406722400,0.0,0.0
2012-04-30,18.304742358787827,18.323114885713917,17.851563173041047,17.88157081604004,506144800,0.0,0.0
2012-05-01,17.90974225863008,18.272896884843693,17.797366495890916,17.82492446899414,610999200,0.0,0.0
2012-05-02,17.76705786916875,17.98629853375901,17.72480185898726,17.94281768798828,427389200,0.0,0.0
2012-05-03,18.08122365863392,18.108781643549648,17.76889710409799,17.815439224243164,390549600,0.0,0.0
2012-05-04,17.67029505949496,17.709488154031607,17.305608114419755,17.30805778503418,529992400,0.0,0.0
2012-05-07,17.193231204475047,17.53832076190874,17.184963157872332,17.437580108642578,460118400,0.0,0.0
2012-05-08,17.440641340215503,17.499431795664904,17.108413371047583,17.39777374267578,497252000,0.0,0.0
2012-05-09,17.26060056301389,17.5753767672725,17.17333307167537,17.42839813232422,480704000,0.0,0.0
2012-05-10,17.593743531172745,17.633549860694963,17.40573703653341,17.469425201416016,333200000,0.0,0.0
2012-05-11,17.30040174310025,17.590375349112055,17.280498579596735,17.35276222229004,399546000,0.0,0.0
2012-05-14,17.225996216819436,17.377259295716616,17.073814102577654,17.092798233032227,352626400,0.0,0.0
2012-05-15,17.191707474568933,17.245904410995216,16.894690536358528,16.93817138671875,476336000,0.0,0.0
2012-05-16,16.96510859137738,17.05207024503606,16.566739574813575,16.721065521240234,560896000,0.0,0.0
2012-05-17,16.697498373121295,16.76455690818948,16.232378005981445,16.232378005981445,717220000,0.0,0.0
2012-05-18,16.3499557967623,16.639316254690975,15.989250709885331,16.24033546447754,732292400,0.0,0.0
2012-05-21,16.366486218582786,17.19445516613694,16.352705596513708,17.186492919921875,631106000,0.0,0.0
2012-05-22,17.439723543862197,17.57230992214204,16.920100654418558,17.054523468017578,694870400,0.0,0.0
2012-05-23,17.070746534431795,17.53923693810176,16.93999989236907,17.47064781188965,584897600,0.0,0.0
2012-05-24,17.63324613227041,17.65253769929622,17.18496617247965,17.310203552246094,496230000,0.0,0.0
2012-05-25,17.287845871158474,17.326427359107367,17.100449371709338,17.217418670654297,328507200,0.0,0.0
2012-05-29,17.48105978693648,17.57598205778353,17.30989357239007,17.523008346557617,380508800,0.0,0.0
2012-05-30,17.428998446593347,17.75938983315525,17.348160993184013,17.734281539916992,529429600,0.0,0.0
2012-05-31,17.78235832742481,17.805630191620885,17.498204793709508,17.69019317626953,491674400,0.0,0.0
2012-06-01,17.427789233813236,17.534654111083523,17.163231247542793,17.177621841430664,520987600,0.0,0.0
2012-06-04,17.193230429121922,17.376950798937134,16.79516881020865,17.27865982055664,556995600,0.0,0.0
2012-06-05,17.186190345569603,17.345415676227976,17.096167397036783,17.233957290649414,388214400,0.0,0.0
2012-06-06,17.385218096713206,17.57138812885621,17.31570993020402,17.498207092285156,401455600,0.0,0.0
2012-06-07,17.676724908716167,17.677642308719367,17.468813613873316,17.50617027282715,379766800,0.0,0.0
2012-06-08,17.50249885350831,17.77746870295852,17.422886180367342,17.769506454467773,347516400,0.0,0.0
2012-06-11,17.996095193592033,18.019978667247624,17.472796102855302,17.48933219909668,591264800,0.0,0.0
2012-06-12,17.59006922571956,17.656207055802213,17.352456103266295,17.642122268676758,435380400,0.0,0.0
2012-06-13,17.591911262642107,17.713166715228194,17.46514323226444,17.5196475982666,293580000,0.0,0.0
2012-06-14,17.491475118299416,17.56067750636236,17.369608074355586,17.500354766845703,345573200,0.0,0.0
2012-06-15,17.4841204739008,17.594965597943627,17.439720610175577,17.5799617767334,335255200,0.0,0.0
2012-06-18,17.482896442107627,18.00129438436651,17.46482971634825,17.93668556213379,440412000,0.0,0.0
2012-06-19,17.863815081249136,18.065908011793812,17.854629633604098,17.986602783203125,361404400,0.0,0.0
2012-06-20,18.0110955718941,18.042941287536134,17.784200162650144,17.93546485900879,358943200,0.0,0.0
2012-06-21,17.92628302477337,18.011406644332077,17.68132081554765,17.688364028930664,326351200,0.0,0.0
2012-06-22,17.730309590278548,17.826762504800723,17.619464452693244,17.824007034301758,284471600,0.0,0.0
2012-06-25,17.677038059121056,17.753589479454707,17.464840570145686,17.477088928222656,304382400,0.0,0.0
2012-06-26,17.494227711613853,17.590988064847014,17.37174745242073,17.515663146972656,276536400,0.0,0.0
2012-06-27,17.60660486708398,17.659884389063794,17.512295812355834,17.59129524230957,202997200,0.0,0.0
2012-06-28,17.504641491272324,17.57598611084129,17.31908301215088,17.424415588378906,282836400,0.0,0.0
2012-06-29,17.69847052507105,17.882192611694336,17.583645038578833,17.882192611694336,421500800,0.0,0.0
2012-07-02,17.90454155712755,18.17216074371809,17.86994036454164,18.1430721282959,400092000,0.0,0.0
2012-07-03,18.215336924153302,18.37211260073374,18.188392177903005,18.354045867919922,241712800,0.0,0.0
2012-07-05,18.389259216575695,18.811206073443064,18.36139543401911,18.676477432250977,484383200,0.0,0.0
2012-07-06,18.589203487717683,18.630540447098596,18.42048694474563,18.552152633666992,418930400,0.0,0.0
2012-07-09,18.53439893125769,18.79773202380771,18.497961301433623,18.797426223754883,379405600,0.0,0.0
2012-07-10,18.922358265969574,18.98053714127328,18.534706779689955,18.623506546020508,511957600,0.0,0.0
2012-07-11,18.559502522381568,18.60665785971408,18.28698405047877,18.507755279541016,469322000,0.0,0.0
2012-07-12,18.379459665396812,18.478362261770855,18.147970681641578,18.338428497314453,428041600,0.0,0.0
2012-07-13,18.462442161267873,18.592269815151898,18.372111771862958,18.524293899536133,311427200,0.0,0.0
2012-07-16,18.528880503045357,18.727910468780234,18.525817597871363,18.583690643310547,301260400,0.0,0.0
2012-07-17,18.702504355471618,18.724245595021976,18.468565674379764,18.584617614746094,293624800,0.0,0.0
2012-07-18,18.573895757104413,18.627481073304022,18.48111571255177,18.563791275024414,252700000,0.0,0.0
2012-07-19,18.717508690902573,18.842132848100537,18.555833666620217,18.81059455871582,436861600,0.0,0.0
2012-07-20,18.77109183911863,18.814266879021705,18.48540592626856,18.5037784576416,397471200,0.0,0.0
2012-07-23,18.20063491804051,18.552767695585512,17.99578653602415,18.489383697509766,487975600,0.0,0.0
2012-07-24,18.59809095500117,18.66851818731149,18.326489781649773,18.400285720825195,565132400,0.0,0.0
2012-07-25,17.590072669736415,17.784203363037204,17.45350597140569,17.605688095092773,877312800,0.0,0.0
2012-07-26,17.75235891184047,17.771956280241355,17.464530739924587,17.602933883666992,406632800,0.0,0.0
2012-07-27,17.606905716585064,17.938216207837087,17.502184782533746,17.917699813842773,403936400,0.0,0.0
2012-07-30,18.09407787079021,18.35496124438008,17.999153954191318,18.219926834106445,379142400,0.0,0.0
2012-07-31,18.471015789559544,18.730370223039305,18.45540036259768,18.70158576965332,462327600,0.0,0.0
2012-08-01,18.859279422205088,18.874283248185662,18.463971534094473,18.58063507080078,384501600,0.0,0.0
2012-08-02,18.459074486082475,18.699441510398625,18.379767611472744,18.61064338684082,332158400,0.0,0.0
2012-08-03,18.78946024543037,18.922658206877475,18.726076252579492,18.85284423828125,344920800,0.0,0.0
2012-08-06,18.90152629473861,19.13362844057177,18.839368779832853,19.062589645385742,302103200,0.0,0.0
2012-08-07,19.069331084487672,19.137614430010867,18.924497981150363,19.012378692626953,290446800,0.0,0.0
2012-08-08,18.9658323868733,19.103318094702843,18.895712615409792,18.980224609375,244706000,0.0,0.0
2012-08-09,18.99990342779499,19.119220900995398,18.99836622090577,19.088468551635742,221642400,0.094643,0.0
2012-08-10,19.026360418897628,19.12015143433842,19.02605330583511,19.11830711364746,194938800,0.0,0.0
2012-08-13,19.170273142414874,19.3735408782959,19.165966991411956,19.3735408782959,278832400,0.0,0.0
2012-08-14,19.431046651766874,19.638313426729766,19.37999856164159,19.42551040649414,340169200,0.0,0.0
2012-08-15,19.413517127528994,19.496546021111804,19.30434914322967,19.399063110351562,257342400,0.0,0.0
2012-08-16,19.410748461391734,19.58141950030568,19.38891388067791,19.568504333496094,254534000,0.0,0.0
2012-08-17,19.681060677140664,19.932916350332977,19.64446659997234,19.930456161499023,442761200,0.0,0.0
2012-08-20,19.988878326291363,20.454458236694336,19.985495157165715,20.454458236694336,613384800,0.0,0.0
2012-08-21,20.628823592568818,20.753675696309703,19.998721357874203,20.174928665161133,812719600,0.0,0.0
2012-08-22,20.12448845367804,20.572846957772217,19.9304456778369,20.568849563598633,565322800,0.0,0.0
2012-08-23,20.48398138453013,20.60052993300995,20.33145299218006,20.37696647644043,420128800,0.0,0.0
2012-08-24,20.28101891957504,20.58761288338065,20.15924289258707,20.39510726928711,437340400,0.0,0.0
2012-08-27,20.91080881763826,20.937870882385457,20.71246152150322,20.778270721435547,427008400,0.0,0.0
2012-08-28,20.75674767608576,20.791190311277184,20.62420790935613,20.75121307373047,267416800,0.0,0.0
2012-08-29,20.76505407879108,20.839472319452447,20.683562385422356,20.710315704345703,202806800,0.0,0.0
2012-08-30,20.623286010891476,20.651269419488745,20.383729705061263,20.415096282958984,302699600,0.0,0.0
2012-08-31,20.51903788492602,20.56055233066706,20.21152091731678,20.45722770690918,338321200,0.0,0.0
2012-09-04,20.47322268152622,20.761672421535927,20.434475529939707,20.756444931030273,367892000,0.0,0.0
2012-09-05,20.774893093737198,20.798879109094017,20.59130523254739,20.610679626464844,336375200,0.0,0.0
2012-09-06,20.70108930715998,20.858538079286628,20.62820827909422,20.796419143676758,391196400,0.0,0.0
2012-09-07,20.85115356909078,20.987385254230276,20.781041492439623,20.924652099609375,329666400,0.0,0.0
2012-09-10,20.924963549179303,21.01229696073602,20.36067051126362,20.380352020263672,487998000,0.0,0.0
2012-09-11,20.45322729877065,20.606677004698962,20.18845491005061,20.31422996520996,503983200,0.0,0.0
2012-09-12,20.506735629990185,20.600528249834106,20.1730812360117,20.597145080566406,712233200,0.0,0.0
2012-09-13,20.830244834335353,21.080256128677892,20.75029035821832,21.002761840820312,598360000,0.0,0.0
2012-09-14,21.21740795850016,21.43328371793251,21.153750180314766,21.257999420166016,600474000,0.0,0.0
2012-09-17,21.50616427741168,21.520002424711812,21.3604022402083,21.51938819885254,398031200,0.0,0.0
2012-09-18,21.52246241834295,21.597803624331362,21.416061748863463,21.584888458251953,373503200,0.0,0.0
2012-09-19,21.534157499150922,21.648860116110587,21.512938779596514,21.590740203857422,326874800,0.0,0.0
2012-09-20,21.500322705862597,21.528000645076755,21.329958773836168,21.486177444458008,336568400,0.0,0.0
2012-09-21,21.600266855713695,21.682065656266733,21.506474226171985,21.52892303466797,571589200,0.0,0.0
2012-09-24,21.12208210236322,21.37609084514931,21.00338045750271,21.242935180664062,639766400,0.0,0.0
2012-09-25,21.1651323079834,21.304131321825746,20.6958620067136,20.71246910095215,518789600,0.0,0.0
2012-09-26,20.5648545597028,20.6863234595512,20.332987605222154,20.455379486083984,576503200,0.0,0.0
2012-09-27,20.42801185938878,20.977850741719887,20.30685006323299,20.951711654663086,594090000,0.0,0.0
2012-09-28,20.87268155879133,20.945255467689638,20.50366154385797,20.51442527770996,535110800,0.0,0.0
2012-10-01,20.639278925434525,20.81118172691391,20.18846004712348,20.277332305908203,543594800,0.0,0.0
2012-10-02,20.351749639485263,20.49136287049105,20.00856156243133,20.336374282836914,627992400,0.0,0.0
2012-10-03,20.445537741056963,20.660799238408387,20.37696124048166,20.648189544677734,424281200,0.0,0.0
2012-10-04,20.642043709042376,20.734299126420595,20.466761043728173,20.505199432373047,370725600,0.0,0.0
2012-10-05,20.456000661531412,20.480600905832187,20.027937688300888,20.068222045898438,594006000,0.0,0.0
2012-10-08,19.892627494997864,19.913539095361305,19.561431627905023,19.624780654907227,637994000,0.0,0.0
2012-10-09,19.639543140004612,19.696125831989608,19.175193245524323,19.553438186645508,838597200,0.0,0.0
2012-10-10,19.67306174890143,19.834200812471263,19.588802755491006,19.709041595458984,510356000,0.0,0.0
2012-10-11,19.88093905757588,19.90246488020859,19.315107345581055,19.315107345581055,546081200,0.0,0.0
2012-10-12,19.36000885234017,19.53898344954271,19.22900792810425,19.364622116088867,460014800,0.0,0.0
2012-10-15,19.44580921811599,19.531298311174087,19.184419919271836,19.519920349121094,432502000,0.0,0.0
2012-10-16,19.538674646530804,19.99779699452123,19.40428892203352,19.982112884521484,549771600,0.0,0.0
2012-10-17,19.95382514427938,20.07437109552901,19.804064044163546,19.82282257080078,389037600,0.0,0.0
2012-10-18,19.668447693200214,19.744403130370088,19.373538789285387,19.454723358154297,476624400,0.0,0.0
2012-10-19,19.405831961340017,19.427972017105333,18.746823290111145,18.753589630126953,744086000,0.0,0.0
2012-10-22,18.83292944630793,19.538987217860377,18.781881349207183,19.497472763061523,546730800,0.0,0.0
2012-10-23,19.40428808152607,19.49346907674232,18.81078331937671,18.86182975769043,707145600,0.0,0.0
2012-10-24,19.110304572656105,19.267444573378064,18.778185743764574,18.968538284301758,558527200,0.0,0.0
2012-10-25,19.06602413535844,19.12752884823348,18.621662849307704,18.744361877441406,656325600,0.0,0.0
2012-10-26,18.740984046259385,18.881520302318087,18.174232325929538,18.574003219604492,1018432800,0.0,0.0
2012-10-31,18.293550180395872,18.51127202240045,18.072753922699714,18.30708122253418,510003200,0.0,0.0
2012-11-01,18.39625537008819,18.543247543699593,18.271712008484144,18.344593048095703,361298000,0.0,0.0
2012-11-02,18.324605489327464,18.35720217135281,17.674516169352316,17.73755645751953,599373600,0.0,0.0
2012-11-05,17.94420438764044,18.07489820683917,17.76215372278942,17.978031158447266,529135600,0.0,0.0
2012-11-06,18.150543655806754,18.166226121888243,17.838722230788985,17.923595428466797,374917200,0.0,0.0
2012-11-07,17.727127433404004,17.748751579396654,17.168288360862658,17.237796783447266,793648800,0.094643,0.0
2012-11-08,17.319041398442394,17.368469901638502,16.536236451964097,16.61223030090332,1056146000,0.0,0.0
2012-11-09,16.69471037118852,17.14140967793465,16.487732669678177,16.89983367919922,929913600,0.0,0.0
2012-11-12,17.118857661692143,17.12967055716871,16.640029851643515,16.7691593170166,515802000,0.0,0.0
2012-11-13,16.648064724240182,17.00548589978664,16.569289290508223,16.771324157714844,532949200,0.0,0.0
2012-11-14,16.851644122863885,16.911883870363617,16.563729707301736,16.58535385131836,477170400,0.0,0.0
2012-11-15,16.605438251072673,16.66629504635218,16.144837424859706,16.237512588500977,789910800,0.0,0.0
2012-11-16,16.224531134193835,16.372813309134216,15.623679645085685,16.301143646240234,1266893600,0.0,0.0
2012-11-19,16.70366844321042,17.531267412650987,16.67802864905082,17.47658920288086,823317600,0.0,0.0
2012-11-20,17.667506404723653,17.66874211734958,17.132145870711472,17.32769203186035,642754000,0.0,0.0
2012-11-21,17.430871994659537,17.527254273121756,17.194545683532493,17.352096557617188,373002000,0.0,0.0
2012-11-23,17.521078279414283,17.670287703279527,17.379901813143025,17.65484046936035,272826400,0.0,0.0
2012-11-26,17.79076857649079,18.226346620027083,17.723114537223122,18.211828231811523,630579600,0.0,0.0
2012-11-27,18.21244329730857,18.239320460591284,17.920513187960704,18.065088272094727,533330000,0.0,0.0
2012-11-28,17.83308798772162,18.096598358672452,17.67831868438081,18.00824737548828,520864400,0.0,0.0
2012-11-29,18.233142134239994,18.357635651551316,18.079608543621127,18.206573486328125,514698800,0.0,0.0
2012-11-30,18.127175161213223,18.176912168805387,18.00020860964,18.080528259277344,391319600,0.0,0.0
2012-12-03,18.33909883687059,18.368137255969007,18.087326949765732,18.108642578125,364280000,0.0,0.0
2012-12-04,17.973024680573683,17.973024680573683,17.674299039902984,17.789216995239258,557068400,0.0,0.0
2012-12-05,17.574827742221935,17.58533047351926,16.643739000118824,16.644357681274414,1044638000,0.0,0.0
2012-12-06,16.340073138195176,17.092912537155897,16.021574377884324,16.905399322509766,1177212400,0.0,0.0
2012-12-07,17.095694775609147,17.151300199171367,16.372819319850034,16.47321891784668,787040800,0.0,0.0
