,strat_id,init_cash,buy_prop,sell_prop,macd.fractional,macd.commission,macd.stop_loss,macd.stop_trail,macd.take_profit,execution_type,macd.channel,macd.symbol,macd.allow_short,macd.short_max,macd.add_cash_amount,macd.add_cash_freq,macd.invest_div,macd.fast_period,macd.slow_period,macd.signal_period,macd.sma_period,macd.dir_period,rsi.fractional,rsi.commission,rsi.stop_loss,rsi.stop_trail,rsi.take_profit,rsi.channel,rsi.symbol,rsi.allow_short,rsi.short_max,rsi.add_cash_amount,rsi.add_cash_freq,rsi.invest_div,rsi.rsi_period,rsi.rsi_upper,rsi.rsi_lower,rtot,ravg,rnorm,rnorm100,len,drawdown,moneydown,max,maxdrawdown,maxdrawdownperiod,sharperatio,pnl,final_value,total,win_rate,won,lost,won_avg,won_avg_prcnt,lost_avg,lost_avg_prcnt,won_max,won_max_prcnt,lost_max,lost_max_prcnt
136,91,1000000,1,1,False,0,0,0,0,close,,,False,1.5,0,M,True,3,16,18,20,10,False,0,0,0,0,,,False,1.5,0,M,True,14,80,25,-0.06284385997062661,-3.72739382981178e-05,-0.00934905572113996,-0.934905572113996,425,16.379669591277157,183950.306640625,"AutoOrderedDict([('len', 1134), ('drawdown', 34.48095429469841), ('moneydown', 384737.361328125)])",34.48095429469841,1134,-0.08916538403873335,-60909.91,939090.091796875,1,,,,,,,,,,,
137,93,1000000,1,1,False,0,0,0,0,close,,,False,1.5,0,M,True,3,16,18,20,14,False,0,0,0,0,,,False,1.5,0,M,True,14,80,20,-0.06382819014904043,-3.7857764026714366e-05,-0.009494793612451004,-0.9494793612451005,1569,16.90921476137607,190919.525390625,"AutoOrderedDict([('len', 1569), ('drawdown', 32.75455953171956), ('moneydown', 369827.046875)])",32.75455953171956,1569,-0.07251123770127742,-61833.83,938166.171875,1,,,,,,,,,,,
138,2,1000000,1,1,False,0,0,0,0,close,,,False,1.5,0,M,True,3,10,9,10,10,False,0,0,0,0,,,False,1.5,0,M,True,14,75,25,-0.06401008370189683,-3.796564869626146e-05,-0.0095217220487712,-0.9521722048771201,1590,17.711867444198088,201896.095703125,"AutoOrderedDict([('len', 1590), ('drawdown', 37.335601449149536), ('moneydown', 425585.3984375)])",37.335601449149536,1590,-0.12713303247916974,-62004.46,937995.541015625,1,,,,,,,,,,,
139,33,1000000,1,1,False,0,0,0,0,close,,,False,1.5,0,M,True,3,13,9,10,10,False,0,0,0,0,,,False,1.5,0,M,True,14,80,20,-0.06458582433968327,-3.830713187407074e-05,-0.00960695276232316,-0.960695276232316,1590,18.420599665578663,211677.154296875,"AutoOrderedDict([('len', 1590), ('drawdown', 33.934946644327404), ('moneydown', 389957.60546875)])",33.934946644327404,1590,-0.11140615130587345,-62544.35,937455.654296875,1,,,,,,,,,,,
140,4,1000000,1,1,False,0,0,0,0,close,,,False,1.5,0,M,True,3,10,9,10,14,False,0,0,0,0,,,False,1.5,0,M,True,14,75,20,-0.06471702456836062,-3.8384949328802266e-05,-0.009626374178157765,-0.9626374178157765,1590,17.77001973039111,202558.96875,"AutoOrderedDict([('len', 1590), ('drawdown', 39.935439107100706), ('moneydown', 455220.73046875)])",39.935439107100706,1590,-0.07145719005745055,-62667.33,937332.66796875,1,,,,,,,,,,,
141,233,1000000,1,1,False,0,0,0,0,close,,,False,1.5,0,M,True,8,13,9,20,10,False,0,0,0,0,,,False,1.5,0,M,True,14,80,20,-0.06488431216639846,-3.848417091719956e-05,-0.009651137012527228,-0.9651137012527228,1590,16.75621781723269,188644.998046875,"AutoOrderedDict([('len', 1590), ('drawdown', 33.9431349092279), ('moneydown', 382138.8984375)])",33.9431349092279,1590,-0.08864420388039454,-62824.12,937175.876953125,1,,,,,,,,,,,
142,183,1000000,1,1,False,0,0,0,0,close,,,False,1.5,0,M,True,5,16,18,10,14,False,0,0,0,0,,,False,1.5,0,M,True,14,80,25,-0.0658558738824642,-3.906042341783167e-05,-0.009794940705218858,-0.9794940705218858,1590,14.809030325028207,162754.205078125,"AutoOrderedDict([('len', 1590), ('drawdown', 39.86646803800204), ('moneydown', 438140.45703125)])",39.86646803800204,1590,-0.04095040791653361,-63734.21,936265.794921875,1,,,,,,,,,,,
143,74,1000000,1,1,False,0,0,0,0,close,,,False,1.5,0,M,True,3,16,9,20,10,False,0,0,0,0,,,False,1.5,0,M,True,14,75,25,-0.06598302434683243,-3.9135838877124805e-05,-0.00981375907227358,-0.9813759072273579,1590,17.523022680271694,198893.33203125,"AutoOrderedDict([('len', 1590), ('drawdown', 33.06694331805547), ('moneydown', 375323.0625)])",33.06694331805547,1590,-0.12592765132354286,-63853.24,936146.755859375,1,,,,,,,,,,,
144,24,1000000,1,1,False,0,0,0,0,close,,,False,1.5,0,M,True,3,10,18,20,10,False,0,0,0,0,,,False,1.5,0,M,True,14,75,20,-0.06632653534936232,-3.9339582057747524e-05,-0.009864597178086961,-0.9864597178086961,425,18.54413924084156,213048.80078125,"AutoOrderedDict([('len', 1131), ('drawdown', 33.24899556623517), ('moneydown', 374324.1328125)])",33.24899556623517,1131,-0.09417543037659891,-64174.77,935825.234375,1,,,,,,,,,,,
145,146,1000000,1,1,False,0,0,0,0,close,,,False,1.5,0,M,True,5,13,18,10,10,False,0,0,0,0,,,False,1.5,0,M,True,14,75,25,-0.06695836952714268,-3.971433542535153e-05,-0.009958099020262108,-0.9958099020262108,177,18.353626300560578,210235.15234375,"AutoOrderedDict([('len', 1214), ('drawdown', 37.32560706072228), ('moneydown', 410215.88671875)])",37.32560706072228,1214,-0.037890732717433095,-64765.87,935234.134765625,1,,,,,,,,,,,
146,23,1000000,1,1,False,0,0,0,0,close,,,False,1.5,0,M,True,3,10,18,10,14,False,0,0,0,0,,,False,1.5,0,M,True,14,80,25,-0.07085433647633921,-4.202511060281092e-05,-0.01053444778646667,-1.053444778646667,1590,17.251704714460015,194223.29296875,"AutoOrderedDict([('len', 1590), ('drawdown', 39.25211164670179), ('moneydown', 441908.466796875)])",39.25211164670179,1590,-0.07661296662060539,-68402.42,931597.58203125,1,,,,,,,,,,,
147,56,1000000,1,1,False,0,0,0,0,close,,,False,1.5,0,M,True,3,13,18,20,10,False,0,0,0,0,,,False,1.5,0,M,True,14,75,20,-0.07101116943648761,-4.21181313383675e-05,-0.010557641799613214,-1.0557641799613213,425,19.224110465860548,221679.09765625,"AutoOrderedDict([('len', 1131), ('drawdown', 34.42857930774289), ('moneydown', 387604.1328125)])",34.42857930774289,1131,-0.08520340981326513,-68548.51,931451.48828125,1,,,,,,,,,,,
148,210,1000000,1,1,False,0,0,0,0,close,,,False,1.5,0,M,True,8,10,18,10,10,False,0,0,0,0,,,False,1.5,0,M,True,14,75,25,-0.0712760989755389,-4.227526629628642e-05,-0.010596820971695873,-1.0596820971695873,177,17.833623829484132,202111.326171875,"AutoOrderedDict([('len', 1388), ('drawdown', 37.32560706072228), ('moneydown', 410215.88671875)])",37.32560706072228,1388,-0.049198176020560334,-68795.25,931204.751953125,1,,,,,,,,,,,
149,121,1000000,1,1,False,0,0,0,0,close,,,False,1.5,0,M,True,5,10,18,20,10,False,0,0,0,0,,,False,1.5,0,M,True,14,80,20,-0.07420449694430116,-4.401215714371362e-05,-0.011029784513641151,-1.1029784513641152,1590,17.52846093439376,197339.072265625,"AutoOrderedDict([('len', 1590), ('drawdown', 34.42857930774289), ('moneydown', 387604.1328125)])",34.42857930774289,1590,-0.0937067771146509,-71518.2,928481.802734375,1,,,,,,,,,,,
150,164,1000000,1,1,False,0,0,0,0,close,,,False,1.5,0,M,True,5,16,9,10,14,False,0,0,0,0,,,False,1.5,0,M,True,14,75,20,-0.0746458325198711,-4.42739220165309e-05,-0.011095019533006262,-1.1095019533006263,1590,17.56485052795366,197748.75390625,"AutoOrderedDict([('len', 1590), ('drawdown', 39.05092597989889), ('moneydown', 439643.4765625)])",39.05092597989889,1590,-0.06858662104651295,-71927.88,928072.12109375,1,,,,,,,,,,,
151,36,1000000,1,1,False,0,0,0,0,close,,,False,1.5,0,M,True,3,13,9,10,14,False,0,0,0,0,,,False,1.5,0,M,True,14,75,20,-0.07477374992446849,-4.4349792363267195e-05,-0.011113926550327793,-1.1113926550327793,1590,19.247505147385272,221179.396484375,"AutoOrderedDict([('len', 1590), ('drawdown', 38.72655072346182), ('moneydown', 445019.5)])",38.72655072346182,1590,-0.09201914430999002,-72046.59,927953.412109375,1,,,,,,,,,,,
152,151,1000000,1,1,False,0,0,0,0,close,,,False,1.5,0,M,True,5,13,18,10,14,False,0,0,0,0,,,False,1.5,0,M,True,14,80,25,-0.0747773154048096,-4.435190712029039e-05,-0.01111445354613715,-1.1114453546137149,1590,15.565676373894469,171069.896484375,"AutoOrderedDict([('len', 1590), ('drawdown', 39.86646803800204), ('moneydown', 438140.45703125)])",39.86646803800204,1590,-0.0565333174814574,-72049.9,927950.103515625,1,1.0,1.0,0.0,426070.3652343752,42.60703652343752,0.0,0.0,426070.3652343752,42.60703652343752,0.0,0.0
153,141,1000000,1,1,False,0,0,0,0,close,,,False,1.5,0,M,True,5,13,9,20,14,False,0,0,0,0,,,False,1.5,0,M,True,14,80,20,-0.07499380639625898,-4.448031221604922e-05,-0.011146451470146906,-1.1146451470146905,1569,17.831814301725608,201336.46484375,"AutoOrderedDict([('len', 1569), ('drawdown', 31.63937053555935), ('moneydown', 357235.607421875)])",31.63937053555935,1569,-0.09895158997915182,-72250.77,927749.232421875,1,,,,,,,,,,,
154,28,1000000,1,1,False,0,0,0,0,close,,,False,1.5,0,M,True,3,10,18,20,14,False,0,0,0,0,,,False,1.5,0,M,True,14,75,20,-0.0755355549682251,-4.480163402623078e-05,-0.011226518761933854,-1.1226518761933855,1569,17.87631674333317,201838.935546875,"AutoOrderedDict([('len', 1569), ('drawdown', 31.63937053555935), ('moneydown', 357235.607421875)])",31.63937053555935,1569,-0.10087745127067727,-72753.24,927246.76171875,1,,,,,,,,,,,
155,53,1000000,1,1,False,0,0,0,0,close,,,False,1.5,0,M,True,3,13,18,10,14,False,0,0,0,0,,,False,1.5,0,M,True,14,80,20,-0.07613294199551086,-4.515595610647145e-05,-0.011314801578269043,-1.1314801578269043,1590,17.68734951258343,199127.873046875,"AutoOrderedDict([('len', 1590), ('drawdown', 39.05092597989889), ('moneydown', 439643.4765625)])",39.05092597989889,1590,-0.06216325285565812,-73307.0,926693.001953125,1,,,,,,,,,,,
156,135,1000000,1,1,False,0,0,0,0,close,,,False,1.5,0,M,True,5,13,9,10,14,False,0,0,0,0,,,False,1.5,0,M,True,14,80,25,-0.07696832920956122,-4.565144081231389e-05,-0.011438243226981205,-1.1438243226981206,1590,17.756083734512828,199901.697265625,"AutoOrderedDict([('len', 1590), ('drawdown', 39.25211164670179), ('moneydown', 441908.466796875)])",39.25211164670179,1590,-0.0831833343705533,-74080.82,925919.177734375,1,,,,,,,,,,,
157,60,1000000,1,1,False,0,0,0,0,close,,,False,1.5,0,M,True,3,13,18,20,14,False,0,0,0,0,,,False,1.5,0,M,True,14,75,20,-0.08010909285224412,-4.7514289947950245e-05,-0.011902202754708843,-1.1902202754708844,1569,18.251054927035412,206070.05078125,"AutoOrderedDict([('len', 1569), ('drawdown', 32.75455953171956), ('moneydown', 369827.046875)])",32.75455953171956,1569,-0.0913119409782904,-76984.35,923015.646484375,1,,,,,,,,,,,
