,strat_id,init_cash,buy_prop,sell_prop,macd.fractional,macd.commission,macd.stop_loss,macd.stop_trail,macd.take_profit,execution_type,macd.channel,macd.symbol,macd.allow_short,macd.short_max,macd.add_cash_amount,macd.add_cash_freq,macd.invest_div,macd.fast_period,macd.slow_period,macd.signal_period,macd.sma_period,macd.dir_period,rsi.fractional,rsi.commission,rsi.stop_loss,rsi.stop_trail,rsi.take_profit,rsi.channel,rsi.symbol,rsi.allow_short,rsi.short_max,rsi.add_cash_amount,rsi.add_cash_freq,rsi.invest_div,rsi.rsi_period,rsi.rsi_upper,rsi.rsi_lower,rtot,ravg,rnorm,rnorm100,len,drawdown,moneydown,max,maxdrawdown,maxdrawdownperiod,sharperatio,pnl,final_value,total,win_rate,won,lost,won_avg,won_avg_prcnt,lost_avg,lost_avg_prcnt,won_max,won_max_prcnt,lost_max,lost_max_prcnt
0,0,1000000,1,1,False,0,0,0,0,close,,,False,1.5,0,M,True,8,13,18,5,7,False,0,0,0,0,,,False,1.5,0,M,True,14,40,25,1.2296926321949682,0.0002966689100590997,0.07762609894846273,7.762609894846273,67,0.6715065663817377,23121.986328125,"AutoOrderedDict([('len', 811), ('drawdown', 11.693458749197093), ('moneydown', 338235.49609375)])",11.693458749197093,811,0.42693313580787234,2420178.12,3420178.1220703125,2,0.5,1,0,26981.166015625,2.6981166015625,0.0,0.0,26981.166015625,2.6981166015625,0.0,0.0
