strat_id,init_cash,buy_prop,sell_prop,macd.fast_period,macd.slow_period,macd.signal_period,macd.sma_period,macd.dir_period,final_value,total,win_rate,won,lost,won_avg,won_avg_prcnt,lost_avg,lost_avg_prcnt,won_max,won_max_prcnt,lost_max,lost_max_prcnt
144,1000000,1,1,8,16,9,5,7,1634765.234,110,0.518181818,57,53,63140.07564,6.314007564,-55928.66183,-5.592866183,398617.5156,39.86175156,-275332.0342,-27.53320342
64,1000000,1,1,5,10,18,5,14,1632523.043,100,0.61,61,39,49922.29926,4.992229926,-61865.05672,-6.186505672,212633.3789,21.26333789,-461488.1797,-46.14881797
31,1000000,1,1,3,13,18,10,14,1630580.949,81,0.679012346,55,26,59690.16202,5.969016202,-102014.537,-10.2014537,257398.3008,25.73983008,-469649.1738,-46.96491738
48,1000000,1,1,3,16,18,10,7,1630360.969,111,0.576576577,64,47,65249.34338,6.524934338,-75438.23421,-7.543823421,412853.8555,41.28538555,-580877.3057,-58.08773057
91,1000000,1,1,5,16,9,5,14,1625275.866,99,0.616161616,61,38,51889.18307,5.188918307,-66841.16581,-6.684116581,220094.1992,22.00941992,-383883.624,-38.3883624
46,1000000,1,1,3,16,18,5,14,1615693.146,98,0.591836735,58,40,62167.1659,6.21671659,-74750.06191,-7.475006191,391499.3457,39.14993457,-585101.085,-58.5101085
15,1000000,1,1,3,10,18,20,7,1611202.702,71,0.661971831,47,24,63475.86141,6.347586141,-98840.11601,-9.884011601,261128.7109,26.11287109,-356531.9678,-35.65319678
78,1000000,1,1,5,13,9,20,7,1606182.13,70,0.657142857,46,24,63726.02601,6.372602601,-96883.9611,-9.68839611,261128.7109,26.11287109,-360319.1484,-36.03191484
42,1000000,1,1,3,16,9,20,7,1600969.071,71,0.661971831,47,24,61126.76328,6.112676328,-94666.20011,-9.466620011,264583,26.4583,-374202.1074,-37.42021074
68,1000000,1,1,5,10,18,10,21,1599233.869,63,0.682539683,43,20,60698.35254,6.069835254,-100539.7645,-10.05397645,249937.4805,24.99374805,-389644.5967,-38.96445967
24,1000000,1,1,3,13,9,20,7,1597616.449,71,0.676056338,48,23,57130.67375,5.713067375,-93245.90829,-9.324590829,213885.7656,21.38857656,-307676.375,-30.7676375
131,1000000,1,1,8,13,9,10,21,1595983.979,63,0.666666667,42,21,62000.35642,6.200035642,-95620.52339,-9.562052339,255522.5586,25.55225586,-389644.5967,-38.96445967
85,1000000,1,1,5,13,18,10,14,1590300.326,84,0.619047619,52,32,64577.62104,6.457762104,-86491.74899,-8.649174899,398617.5156,39.86175156,-577645.1787,-57.76451787
124,1000000,1,1,8,10,18,20,14,1587239.942,56,0.660714286,37,19,73289.94925,7.328994925,-111815.1674,-11.18151674,331471.25,33.147125,-478099.4238,-47.80994238
