,dt,open,high,low,close,volume,RSI_5,RSI_14,MACD_8_21_9,MACDh_8_21_9,MACDs_8_21_9,K_9_3,D_9_3,J_9_3,EMA_20,EMA_60,EMA_120
18,2018-01-29,170.57000732421875,170.91000366210938,169.74000549316406,170.10000610351562,37277800,72.49256858840056,79.4100672954072,,,,88.77314208993155,88.79290892041169,88.73360842897131,,,
19,2018-01-30,168.5500030517578,169.4199981689453,167.82000732421875,168.6999969482422,44987700,55.06303808821584,69.43070133400282,,,,79.53544654494559,85.65263090341386,67.30107782800903,165.09549942016602,,
20,2018-01-31,169.64999389648438,169.99000549316406,168.33999633789062,169.39999389648438,42449200,60.933496638661396,71.3681355647149,3.368993238015861,,,76.79264321744638,82.66475882608222,65.04841200017472,165.50545127505347,,
21,2018-02-01,168.10000610351562,169.72999572753906,167.4199981689453,167.9600067138672,38037900,45.61150518814296,62.58128690605221,2.9695594655410957,,,63.97705414630593,76.3871401496781,39.15688213956159,165.73921845970239,,
22,2018-02-02,167.3000030517578,167.6999969482422,164.47000122070312,164.61000061035156,68478100,26.346246351408848,47.828158819651925,2.187240653924732,,,43.324367697068496,65.30929547292233,-0.6454878546391853,165.63167390262137,,
23,2018-02-05,163.07000732421875,165.75,158.0,158.1199951171875,105372200,13.024351044212125,32.05984654565405,0.7376763152164187,,,29.17023080358265,53.22153410900758,-18.932375807267206,164.91627592305625,,
24,2018-02-06,155.80999755859375,162.50999450683594,155.10000610351562,162.30999755859375,118537900,38.230255987863245,44.72912269557254,0.24803162226956488,,,34.615324201728725,47.005268313180395,9.835435978825387,164.66805893596458,,
25,2018-02-07,161.7899932861328,163.5500030517578,160.1999969482422,160.2100067138672,91028300,32.355774327854974,40.63883088013812,-0.37894891037956313,,,33.82293667619783,42.60445780266933,16.25989442325482,164.24348253386006,,
26,2018-02-08,160.6199951171875,160.8000030517578,153.4499969482422,153.4499969482422,94184800,19.993627847140246,30.85679359473032,-1.7022909954078784,,,22.543536392402146,35.91069009795232,-4.1907710186982,163.21553152570598,,
27,2018-02-09,155.6199951171875,157.24000549316406,150.1300048828125,156.10000610351562,113836600,32.61032096320237,37.234890769898506,-2.2556167018989015,,,25.049920731013966,32.28798237521984,10.573797442602213,162.53786243787835,,
28,2018-02-12,157.6999969482422,159.9499969482422,156.4600067138672,158.8699951171875,63050600,44.123402920106535,43.13921037857046,-2.237553155159901,-2.5638966587289485,0.3263435035690476,31.370549640165653,31.982033452120685,30.14758201625559,162.18854174066968,,
29,2018-02-13,157.9600067138672,160.00999450683594,157.72000122070312,159.69000244140625,31785600,47.445827337033656,44.794811954991545,-2.071900126908446,-1.9185949043819948,-0.15330522252645107,37.17298214063977,33.71287019384076,44.093206034237795,161.95058561693028,,
30,2018-02-14,158.75,162.92999267578125,158.0,162.67999267578125,52107400,58.65168350141282,50.45907926400945,-1.5202901746024509,-1.0935879616607997,-0.42670221294165106,48.592517031986475,38.67374705845669,68.43005697904606,162.0200529558685,,
31,2018-02-15,164.13999938964844,165.6999969482422,162.44000244140625,165.6999969482422,51633900,67.42191715676064,55.43300884479709,-0.7029837851820844,-0.2210252577923466,-0.48195852738973777,65.62264897540614,47.65791516269922,101.55211660081996,162.37052381228503,,
32,2018-02-16,165.16000366210938,166.75999450683594,164.67999267578125,164.9600067138672,62256300,63.309024296441976,54.00230106521288,-0.20805912070821364,0.21911952534521933,-0.427178646053433,73.47416167459883,56.26409751872091,107.89428998635468,162.61714123148334,,
33,2018-02-20,164.3800048828125,166.67999267578125,164.30999755859375,165.2899932861328,36785600,64.51562547680432,54.5654505295308,0.18942239640335856,0.4932808339654332,-0.30385843756207465,79.36977688950331,63.96644818653111,110.1764342954477,162.8716985700214,,
34,2018-02-21,166.10000610351562,167.72000122070312,164.72000122070312,164.82000732421875,41161800,60.947353353299896,53.55968014095917,0.4049278903439415,0.5670290623248129,-0.16210117198087143,80.75100594725622,69.56152235028291,103.12997314120284,163.05725178470686,,
35,2018-02-22,165.5399932861328,166.4199981689453,164.3800048828125,164.8000030517578,37074400,60.76853187238236,53.51446594067538,0.5464983272445636,0.566879599380348,-0.020381272135784417,81.63390294160784,73.58575545952114,97.73019790578124,163.22322809585458,,
36,2018-02-23,166.1300048828125,168.1699981689453,165.4499969482422,168.1699981689453,50096900,75.75082580252221,59.68835219554544,1.078082877264677,0.8787713195203692,0.19931155774430792,87.75598318525078,78.30924783936437,106.6494538770236,163.69434905519654,,
37,2018-02-26,168.9600067138672,170.39999389648438,168.82000732421875,170.39999389648438,39266700,81.5719606067632,63.17378948561402,1.7249990106473945,1.2205499623224694,0.5044490483249252,91.83734340818204,82.81866594231934,109.87469833990741,164.33298189722396,,
38,2018-02-27,170.4499969482422,170.72999572753906,168.2100067138672,168.2899932861328,42209900,63.53341670364442,58.05865641007571,1.8704952064142901,1.0928369264714919,0.7776582799427982,88.16910055208592,84.60215809719654,95.3029854618647,164.7098401247391,,
39,2018-02-28,169.25,169.8000030517578,167.10000610351562,167.2100067138672,42936300,55.65862876461038,55.578127041005416,1.7937671039032068,0.8128870591683268,0.98088004473488,77.95914403563725,82.3878085286333,69.10181504964515,164.9479512284656,,
40,2018-03-01,167.3000030517578,168.07000732421875,163.0,164.47999572753906,76809900,39.99484378727724,49.78746608031317,1.3447908998037406,0.2911286840550884,1.0536622157486522,58.3547787344982,74.37677074503927,26.310794713416044,164.90338403790116,,
41,2018-03-02,162.5,166.27999877929688,161.9600067138672,165.99000549316406,57445100,49.76866338957464,52.72164525558573,1.1984495954254726,0.1158299037414563,1.0826196916840163,54.22056593418755,67.65802023523423,27.345657332094163,165.00687179554524,,
42,2018-03-05,165.2100067138672,168.25999450683594,164.58999633789062,167.8300018310547,38540200,59.753686413202225,56.08886198830305,1.3123805236603232,0.18380866558104536,1.1285718580792778,58.457964656550914,64.59133030364957,46.191233362353586,165.2757413227366,,
43,2018-03-06,168.64999389648438,169.11000061035156,167.47999572753906,168.5399932861328,29480900,63.274834379157866,57.35108911020007,1.4596562089647307,0.2648674807083622,1.1947887282563685,63.981461350228884,64.38804044309187,63.16830316450293,165.58662246210767,,
44,2018-03-07,167.25,169.07000732421875,166.9600067138672,168.92999267578125,34609400,65.35600169038582,58.06417766779726,1.5855145687506536,0.3125806723954281,1.2729338963552255,69.14611717569124,65.97406710984703,75.49021730737968,165.90503867293373,,
45,2018-03-08,169.6300048828125,169.97999572753906,168.9499969482422,169.86000061035156,25828400,70.36233693903758,59.79068949738831,1.7645969848812513,0.3933304708208205,1.3712665140604308,76.12403314004374,69.35739066893682,89.65731808225758,166.28170171459257,,
46,2018-03-09,171.07000732421875,173.16000366210938,170.82000732421875,173.16000366210938,38310500,81.9388053948654,65.25667140185573,2.288906225610873,0.7341117692403538,1.5547944563705192,84.08268983967339,74.26582522403737,103.71641907094545,166.93677809054654,,
47,2018-03-12,173.6699981689453,174.47999572753906,173.27999877929688,174.0800018310547,37635000,84.10270893163991,66.61904924074567,2.734197241733483,0.9435222282903708,1.7906750134431122,88.32351286588927,78.95172205816385,107.06709448134012,167.61708511345208,,
48,2018-03-13,174.47999572753906,175.2100067138672,171.27000427246094,171.7100067138672,55638900,60.688934162930785,60.082896676540535,2.6826016874069865,0.7135413391710994,1.969060348235887,83.41064350117948,80.43802940746312,89.35587168861218,168.00688717063446,,
49,2018-03-14,172.61000061035156,172.74000549316406,170.92999267578125,171.67999267578125,40536400,60.422648245878506,60.00260777106655,2.5879847715202686,0.49513953862750526,2.0928452328927634,80.05989040551077,80.31198306207966,79.55570509237299,168.3567067425532,,
50,2018-03-15,171.8000030517578,172.52999877929688,170.89999389648438,171.52999877929688,28810400,58.810688750414705,59.574161414359715,2.449105233041422,0.2850080001189266,2.1640972329224955,75.1560462684893,78.59333736059595,68.281464084276,168.65892503176687,,
51,2018-03-16,171.82000732421875,172.1999969482422,170.94000244140625,171.02000427246094,31176700,52.82151210330814,58.05623134675755,2.234461730531592,0.05629159808727735,2.178170132444315,66.50806123094257,74.5649118221241,50.3943600485795,168.88378972135678,,
52,2018-03-19,169.10000610351562,169.22000122070312,165.63999938964844,167.10000610351562,71395100,26.698352660027027,47.944266448497814,1.5228057221170843,-0.5242915282617844,2.0470972503788687,49.42406289678861,66.18462862245116,15.902931445463537,168.71390556727667,,
53,2018-03-20,167.1699981689453,168.0399932861328,166.61000061035156,167.64999389648438,34075700,32.54870922243756,49.27909526579629,1.0610714723731007,-0.7888206224046144,1.849892094777715,39.950395630010846,57.43988413541948,4.971418619193571,168.61258064624883,,
54,2018-03-21,167.2100067138672,168.75999450683594,166.19000244140625,166.9199981689453,43863500,28.742672080482425,47.536733663218406,0.6172988977787952,-0.9860745575991361,1.6033734553779313,31.091966247987063,48.65724473501188,-4.038590726062566,168.45138231507707,,
55,2018-03-22,164.61000061035156,165.77000427246094,162.58999633789062,162.8000030517578,66607300,15.749873308402877,39.128100639081794,-0.24995983495449536,-1.4826666322659414,1.232706797311446,21.282669860247843,39.532386370975566,-15.216763161207602,167.91315571857047,,
56,2018-03-23,162.61000061035156,163.3000030517578,158.42999267578125,158.50999450683594,80110400,9.91577532431382,32.65152214898259,-1.421457842079775,-2.123331711512977,0.7018738694332018,14.347369410034945,31.137380672893016,-19.232653115681195,167.01761655554813,,
57,2018-03-26,161.72000122070312,164.60000610351562,159.16000366210938,164.39999389648438,57481500,44.92676302972374,45.893383073361704,-1.4476391829806232,-1.71961044193106,0.2719712589504369,23.471262531348497,28.5820079500276,13.24977169399029,166.7683191594468,,
58,2018-03-27,165.6199951171875,165.6199951171875,157.67999267578125,159.0800018310547,78889100,31.225277150649177,38.52539725254706,-2.135490822856184,-1.9259696654452967,-0.2095211574108873,18.790064084139907,25.318026653719876,5.734138944979968,166.0360984615047,,
59,2018-03-28,158.1699981689453,159.77999877929688,156.0399932861328,157.25,89369700,27.605301965573002,36.36277367219434,-2.819012610222728,-2.0875931622494726,-0.7314194479732554,15.022597257387918,21.886216849560352,1.2953580730430545,165.19932717945665,165.29116617838542,
60,2018-03-29,158.10000610351562,161.7100067138672,156.6300048828125,160.1300048828125,68692600,41.04959065726507,41.891206649050694,-2.867178634653584,-1.7086073493442628,-1.158571285309321,20.359043430594056,21.37715904270601,18.322812206370152,164.71653457977627,165.1219477752519,
61,2018-04-02,158.99000549316406,159.74000549316406,153.8800048828125,155.50999450683594,85549400,29.91115889816196,36.424576110977235,-3.449980648073222,-1.8331274902111205,-1.6168531578621013,17.224108613673753,19.992808898730317,11.686708043560628,163.83972123949624,164.80680176645137,
62,2018-04-03,156.8699951171875,157.9199981689453,154.44000244140625,157.25999450683594,64090000,37.890684483019896,39.63780496647847,-3.562568321237137,-1.5565721307000286,-2.0059961905371084,19.054405700099803,19.68000783237479,17.803201435549823,163.2130805982905,164.55936546285741,
63,2018-04-04,154.22000122070312,160.22999572753906,154.0399932861328,159.74000549316406,65768700,48.31441545061938,43.96042873625086,-3.244546681406149,-0.9908403926952323,-2.2537062887109167,29.131310869477723,22.83044217905175,41.733048250329674,162.88231154065943,164.4013536605724,
64,2018-04-05,161.3300018310547,161.5800018310547,159.47999572753906,160.64999389648438,43054900,52.00862802777714,45.50257419144353,-2.8346430713642974,-0.46474942612270453,-2.369893645241593,38.64289164560831,28.101258668992514,59.726157598839904,162.6697098602618,164.27835825847114,
65,2018-04-06,158.8800048828125,160.4600067138672,155.8800048828125,156.6300048828125,59870900,37.29057042591013,40.23502605565091,-3.015424064617605,-0.5164243355008096,-2.4989997291167954,33.569997858603166,29.92417173244705,40.861650110915406,162.0944998624095,164.02759257402332,
66,2018-04-09,157.97999572753906,160.8800048828125,157.4600067138672,157.72999572753906,41810400,42.824798139625216,42.206541215139694,-2.9378881092342795,-0.35111070409398737,-2.586777405140292,33.311270711084624,31.053204725429875,37.827402682394116,161.67883280194565,163.82111398889268,
67,2018-04-10,160.2100067138672,161.72999572753906,159.07000732421875,161.2100067138672,48296800,57.616611215828996,48.045709992558216,-2.3667422918851173,0.17602809060413982,-2.542770382489257,53.33282327662327,38.4797442429488,83.03898134397221,161.63418269831914,163.73550391430166,
68,2018-04-11,160.1999969482422,162.0,160.10000610351562,160.27999877929688,41622100,53.03330913551151,46.68811750134817,-2.0372110934124237,0.40444743126146676,-2.4416585246738904,61.827784257661435,46.262424248170504,92.95850427664328,161.5052128012694,163.62220866397365,
69,2018-04-12,161.25,162.77000427246094,161.16000366210938,162.2100067138672,30467900,61.06724501355675,49.85477792725836,-1.5096180708939357,0.7456323630239639,-2.2552504339178996,72.4521276490646,54.99232538203929,107.37173218311518,161.57233603104063,163.57590696069147,
70,2018-04-13,163.02000427246094,163.25999450683594,160.6699981689453,161.3699951171875,44604900,55.86802804098341,48.50435718367421,-1.2163797177500726,0.8310965729342619,-2.0474762906843345,74.8017830769165,61.595477947118084,101.21439333651333,161.5530654678165,163.5035819822159,
71,2018-04-16,162.5,163.19000244140625,161.47999572753906,162.60000610351562,28180800,61.81808404154538,50.613839877303846,-0.8229495462567797,0.9796213955420439,-1.8025709417988236,80.8151138230394,68.0020232391693,106.4412949907796,161.65277409978785,163.47395654356998,
72,2018-04-17,164.24000549316406,166.4600067138672,163.91000366210938,166.10000610351562,35536100,74.1936172668779,56.12188153844397,-0.06854539376135449,1.3872204384299753,-1.4557658321913298,86.07585865442334,74.02663504430254,110.17430587466498,162.0763200049048,163.56005652914197,
73,2018-04-18,166.10000610351562,167.0,165.30999755859375,166.44000244140625,29573900,75.1708202489156,56.62793100864514,0.5109024229535919,1.5733346041159375,-1.0624321811623456,89.03858860988097,79.03061956618889,109.05452669726512,162.49190880838114,163.65448098528177,
74,2018-04-19,165.60000610351562,165.99000549316406,164.33999633789062,164.91000366210938,34705700,61.97087484795677,53.630440146213445,0.709382808744266,1.4174519919252893,-0.7080691831810233,85.38981445847955,81.15035119696005,93.86874098151853,162.72220355635525,163.69564566321054,
75,2018-04-20,164.49000549316406,164.61000061035156,161.72999572753906,162.3000030517578,49197100,45.08808616399838,48.87742000006202,0.49266415675731423,0.96058667195067,-0.4679225151933558,70.50367080246234,77.60145773211902,56.30809694314897,162.68199398448886,163.64988688906453,
76,2018-04-23,163.08999633789062,163.72999572753906,161.02000427246094,161.88999938964844,33040600,42.798573794049204,48.155423142227896,0.2756370702924187,0.5948476683886196,-0.3192105980962009,55.64976541179562,70.28422695866624,26.38084231805439,162.60656592783738,163.59218565957548,
77,2018-04-24,162.66000366210938,162.91000366210938,157.38999938964844,158.4600067138672,70256800,27.95460521949158,42.49952878450307,-0.3337879294881816,-0.01166186511358458,-0.322126064374597,40.81128050088592,60.45991147272905,1.5140185571996767,162.2116555265069,163.42391749742112,
78,2018-04-25,158.74000549316406,159.30999755859375,156.47000122070312,158.64999389648438,52089300,29.644120972993132,42.89957596347485,-0.7330034926361293,-0.3287019426092258,-0.4043015500269035,34.10841596070119,51.67607963538021,-1.0269113886568704,161.87244965698093,163.2673954121445,
79,2018-04-26,160.6999969482422,162.52999877929688,160.17999267578125,161.99000549316406,43005500,53.57074482209048,49.545401262705404,-0.5618815903961831,-0.12606403229542368,-0.43581755810075945,40.21284366476204,47.855000978505686,24.928529037274757,161.88364545090312,163.22551377545662,
80,2018-04-27,164.3699951171875,164.41000366210938,161.1699981689453,162.08999633789062,51043400,54.15419384653094,49.73401820618444,-0.41640505182007814,0.015530005024545102,-0.43193505684462324,44.5989890613848,46.76966367279838,40.25763983855764,161.9032979163305,163.18828369553643,
81,2018-04-30,162.47000122070312,163.47999572753906,160.5399932861328,160.94000244140625,35615300,45.86781856329948,47.53313795536635,-0.456139929096139,-0.01936389780121256,-0.4367760312949264,43.8827123622069,45.807346569267686,40.03344394808532,161.81155549014724,163.11456955605672,
82,2018-05-01,160.52000427246094,162.8000030517578,160.13999938964844,162.77999877929688,36513500,58.55211344667472,51.25037495060451,-0.23340466807144367,0.16269709057878623,-0.3961017586502299,51.3489606460389,47.654551261525015,58.737779415066655,161.90378818435198,163.10360002239247,
83,2018-05-02,163.05999755859375,163.57000732421875,161.6300048828125,161.82000732421875,38646800,50.790473623711065,49.28830652497231,-0.19725932774966282,0.15907394472045372,-0.35633327247011654,56.14093897560906,50.483347166219964,67.45612259438725,161.8958090548155,163.06151501589497,
84,2018-05-03,161.0,162.39999389648438,159.22000122070312,161.8000030517578,60337100,50.6157057456447,49.24599797687531,-0.17034380314328246,0.14879157546146726,-0.3191353786047497,59.803447949214394,53.5900474272183,72.23024899320659,161.8866846735719,163.02015396789045,
85,2018-05-04,161.10000610351562,165.25,160.97999572753906,164.8699951171875,41543200,70.25205711239346,55.55176499686993,0.25525893604174144,0.45951545171719294,-0.2042565156754515,71.75960715351809,59.64656733598515,95.98568678858398,162.17080947772575,163.0808044973756,
86,2018-05-07,165.63999938964844,166.77999877929688,165.50999450683594,166.24000549316406,32500200,75.65243441868303,58.056183259313876,0.7309337719868552,0.7481522301298453,-0.017218458142990195,79.42721494035662,66.24011653744249,105.80141174618487,162.55835195538654,163.18438485789324,
87,2018-05-08,165.88999938964844,166.42999267578125,164.86000061035156,166.07000732421875,26040200,73.58057287425811,57.62232468215381,1.0301801838645872,0.8379189136060619,0.1922612702585253,83.15433516146817,71.87818941211782,105.70662666016887,162.89279532384674,163.27899543055963,
88,2018-05-09,166.3699951171875,168.0,165.77999877929688,167.8800048828125,29122700,80.63782605014529,60.966972348079224,1.4586332821012604,1.0130976094741881,0.44553567262707233,88.31399438300352,77.35679106907979,110.22840101085094,163.36776766279587,163.42984819948595,
89,2018-05-10,168.4199981689453,169.74000549316406,168.2899932861328,169.6199951171875,27067600,85.34267638740737,63.91538851805594,1.9605961443157867,1.2120483773509714,0.7485477669648153,91.82906872923598,82.18088362246523,111.12543894277749,163.96321789654746,163.6328038361319,
90,2018-05-11,169.4199981689453,169.86000061035156,168.72000122070312,169.4600067138672,24688800,83.0239640797637,63.44087120763813,2.2549027990958166,1.205084025704801,1.0498187733910156,93.29959870348324,85.88712198280459,108.12455214484055,164.48672159343505,163.8238596681888,
91,2018-05-14,169.85000610351562,170.82000732421875,169.47000122070312,169.75,21821700,84.00838831406553,63.96312057924004,2.4555247481476954,1.1245647798053438,1.3309599683423516,92.45833372985521,88.07752589848813,101.21994939258937,164.9879862035841,164.018159351199,
92,2018-05-15,168.41000366210938,168.5,166.97999572753906,167.8699951171875,49361600,57.15154214643664,58.16242212499264,2.300902762902979,0.7759542356485016,1.5249485272544772,86.4951803749653,87.55007739064719,84.38538634360154,165.2624632429749,164.1444490484445,
93,2018-05-16,168.08999633789062,169.3699951171875,168.00999450683594,168.97999572753906,22941200,65.3313567127244,60.44338735036015,2.290848858273023,0.6127202648148367,1.6781285934581862,84.76369264772838,86.62128247634092,81.0485129905033,165.6165139557905,164.30299156251317,
94,2018-05-17,168.38999938964844,169.61000061035156,167.50999450683594,168.3300018310547,27480200,57.32154634621627,58.4343362188138,2.152107528021105,0.3791831476503349,1.7729243803707702,75.91627223379624,83.05294572882603,61.64292524373664,165.87494137248234,164.4350246860719,
95,2018-05-18,167.67999267578125,168.25999450683594,167.2100067138672,167.4600067138672,26217900,47.564822981455016,55.762694796627514,1.8962888947169176,0.09869161147691785,1.7975972832399998,65.15225293575125,77.08604813113443,41.28466254498488,166.02589997642377,164.53420442468814,
96,2018-05-21,168.75999450683594,169.5,167.67999267578125,168.39999389648438,22954600,57.36561596956362,57.997184002209806,1.800530826568405,0.0023468346627240066,1.798183991905681,60.76281594658729,71.64497073628539,38.998506367191084,166.25200415928668,164.66095162048475,
97,2018-05-22,169.1699981689453,169.4499969482422,167.8800048828125,168.17999267578125,19477700,54.391339054799865,57.26807903729283,1.667559692298994,-0.1044994396853498,1.7720591319843437,50.925152682272994,64.73836471828126,23.29872861025646,166.43562211323857,164.77633001574037,
98,2018-05-23,166.89999389648438,169.6199951171875,166.8800048828125,169.60000610351562,26557800,67.84314688635777,60.702111587127014,1.7263180334817037,-0.03659287880211215,1.7629109122838158,56.96194218806013,62.14622387487422,46.593378814431944,166.73699201707447,164.93448333009363,
99,2018-05-24,169.5500030517578,169.85000610351562,167.83999633789062,169.5500030517578,27696500,66.97368292175408,60.517685207101785,1.726423166239016,-0.02919019683584012,1.755613363074856,60.56343112445944,61.61862629140262,58.453040790573084,167.00489782990144,165.08581184555803,
100,2018-05-25,169.52999877929688,170.3300018310547,169.2100067138672,169.72000122070312,27460500,68.6794984244045,60.95204533249067,1.7139432587322005,-0.03333608347412431,1.7472793422063249,67.81522316569041,63.684158582831884,76.07735233140747,167.2634791052159,165.2377524808087,
101,2018-05-29,168.9499969482422,169.9199981689453,167.9600067138672,168.97000122070312,41220500,53.453791689182935,57.92436295979019,1.5720091168843169,-0.1402161802576063,1.7122252971419232,65.40336797166857,64.25722837911077,67.69564715678419,167.4260050209766,165.36012129195277,
102,2018-05-30,169.5800018310547,170.47999572753906,169.22000122070312,170.17999267578125,22665800,67.8343038528655,61.267139345713375,1.598781649741852,-0.09075491792005685,1.689536567661909,74.15776554864046,67.55740743562068,87.35848177468003,167.6882895595294,165.51814986191434,
103,2018-05-31,170.17999267578125,171.1999969482422,169.6300048828125,170.07000732421875,35670900,65.53382564643451,60.79433985526346,1.5709705833805288,-0.09485278742510417,1.665823370805633,74.05277194379984,69.72252893834707,82.7132579547054,167.91511982283316,165.66739109018658,
104,2018-06-01,170.9199981689453,172.83999633789062,170.8699951171875,172.74000549316406,45543300,83.01400475506516,67.3761507228694,1.8701752337263429,0.16348149033656778,1.706693743389775,82.14261424841233,73.86255737503548,98.70272799516604,168.37463274381705,165.8992800870055,
105,2018-06-04,173.17999267578125,174.33999633789062,173.07000732421875,174.3000030517578,20459600,87.60511921222765,70.49302285738686,2.248800923811956,0.4336857443377444,1.8151151794742115,87.9163749504945,78.54716323352181,106.65479838443986,168.9389537255257,166.17471362683344,
106,2018-06-05,174.7100067138672,175.1300048828125,174.07000732421875,174.83999633789062,24779300,88.90292604570662,71.50777341488579,2.541993945812891,0.5815030130709435,1.9604909327419473,90.7724982703423,82.62227491246198,107.07294498610295,169.50095778384616,166.45882125670417,
107,2018-06-06,175.02000427246094,175.88999938964844,174.13999938964844,175.86000061035156,25036600,91.10258436220965,73.3706875814231,2.8318886851101865,0.6971182018945914,2.134770483215595,93.72411367950633,86.3228878348101,108.52656536889879,170.10658091018,166.76705664534833,
108,2018-06-07,175.88999938964844,175.92999267578125,173.5500030517578,174.42999267578125,39600300,67.61508375397023,66.77857324282786,2.7918760712836956,0.5256844704544803,2.2661916008292153,89.54253901488858,87.39610489483626,93.83540725499321,170.51833441166588,167.0183004496248,
109,2018-06-08,173.61000061035156,174.8800048828125,173.17999267578125,174.44000244140625,31780300,67.68797338967752,66.80105843094624,2.708497201007958,0.3538444801429943,2.354652720864964,86.79668699362476,87.19629892776577,85.99746312534276,170.89182660497448,167.26163494115863,
110,2018-06-11,174.30999755859375,175.33999633789062,174.27999877929688,174.91000366210938,22319700,71.45836867464945,67.89967815665744,2.6565426610869736,0.2415119521776079,2.4150307089093657,86.13077536987036,86.8411244084673,84.71007729267649,171.2745101342254,167.5124011287308,
111,2018-06-12,175.14999389648438,176.0,174.9600067138672,175.8300018310547,22511800,77.79741831224388,69.99292064663689,2.686947439669268,0.21753338460792193,2.469414055061346,89.86427254247481,87.84884045313646,93.89513672115152,171.70836648630439,167.78510934847912,
112,2018-06-13,176.10000610351562,177.13999938964844,175.42999267578125,175.82000732421875,37858600,77.56348767226672,69.93956355335744,2.6528515915132402,0.14675002916151492,2.5061015623517253,86.22535146653958,87.30767745760416,84.06069948441043,172.09995132801052,168.04854862637222,
113,2018-06-14,176.6300048828125,177.88999938964844,176.5,177.60000610351562,35916000,86.5601906153236,73.7740891844474,2.8088876680477313,0.24222888455680458,2.5666587834909267,88.81141160346272,87.80892217289033,90.81639046460748,172.62376606853482,168.36171116660645,
114,2018-06-15,176.92999267578125,177.3300018310547,176.11000061035156,176.97999572753906,49615700,73.69401393643214,70.40521250639327,2.781055497680285,0.1715173713514866,2.6095381263287982,86.10072617196913,87.23952350591661,83.82313150407415,173.03864508367806,168.64427787352227,
115,2018-06-18,175.49000549316406,176.64999389648438,174.94000244140625,176.5,31633200,64.42685398870348,67.82306088336198,2.642163503952105,0.026100302098645223,2.6160632018534598,80.89661002917323,85.12521901366881,72.43939206018206,173.3682979328516,168.90184253340678,
116,2018-06-19,174.27000427246094,176.0399932861328,173.7100067138672,176.0,38236000,55.36185561227337,65.14289723450977,2.42492343759983,-0.152911811402904,2.577835249002734,73.88863389380427,81.37969064038063,58.906520400651544,173.61893622496095,169.13456900772132,
117,2018-06-20,176.80999755859375,177.97999572753906,176.64999389648438,177.25,33038000,68.99470627387917,68.49479614890672,2.3864724121466736,-0.15309026948484838,2.539562681631522,77.52301104433775,80.09413077503301,72.38077158294723,173.9647518225837,169.40064871238621,
118,2018-06-21,177.6999969482422,177.8800048828125,175.3699951171875,175.7100067138672,43469400,46.92475459799471,60.744788231198825,2.1088519139068467,-0.34456861417974016,2.453420528086587,67.29485003138812,75.8277038604847,50.22914237319495,174.1309665741345,169.60751290915607,
