dt,open,high,low,close,volume,RSI_5,RSI_14,MACD_8_21_9,MACDh_8_21_9,MACDs_8_21_9,K_9_3,D_9_3,J_9_3,EMA_20,EMA_60,EMA_120
2007-12-31,51.56999969482422,51.68000030517578,51.209999084472656,51.220001220703125,70135600,,,,,,,,,,,
2008-01-02,51.27000045776367,51.470001220703125,50.130001068115234,50.40999984741211,152344100,,,,,,,,,,,
2008-01-03,50.40999984741211,50.7599983215332,50.150001525878906,50.619998931884766,114103700,,,,,,,,,,,
2008-01-04,49.810001373291016,49.83000183105469,48.209999084472656,48.400001525878906,212617600,,,,,,,,,,,
2008-01-07,48.400001525878906,48.599998474121094,47.43000030517578,48.16999816894531,235083600,,,,,,,,,,,
2008-01-08,48.27000045776367,48.7599983215332,46.91999816894531,46.91999816894531,261669800,3.2640061103617386,,,,,,,,,,
2008-01-09,47.11000061035156,47.959999084472656,46.459999084472656,47.91999816894531,254011800,29.87435117818812,,,,,,,,,,
2008-01-10,47.43000030517578,48.40999984741211,47.290000915527344,47.9900016784668,249958500,31.522661976599814,,,,,,,,,,
2008-01-11,47.72999954223633,47.77000045776367,46.70000076293945,47.04999923706055,211685200,22.60448613289889,,,,,,,,,,
2008-01-14,47.689998626708984,48.0099983215332,47.310001373291016,47.869998931884766,168048500,40.85149363670241,,,,,,,,,,
2008-01-15,47.369998931884766,47.52000045776367,46.349998474121094,46.54999923706055,241094900,27.707171204450702,,,,,13.415231468817467,,,,,
2008-01-16,46.189998626708984,46.90999984741211,45.459999084472656,46.04999923706055,265625900,24.0441028172461,,,,,13.450916206602725,,,,,
2008-01-17,46.2400016784668,46.58000183105469,45.20000076293945,45.40999984741211,254098800,19.846061251012774,,,,,10.551783602915256,12.07013029163808,7.515090225469606,,,
2008-01-18,45.63999938964844,46.13999938964844,44.97999954223633,45.349998474121094,273063300,19.448130356246196,,,,,10.272809038607726,11.323550694225471,8.171325727372235,,,
2008-01-22,42.83000183105469,44.77000045776367,42.72999954223633,44.18000030517578,325732000,13.063587621864421,17.681673036977298,,,,15.674055378671584,12.993649648918055,21.034866838178644,,,
2008-01-23,42.540000915527344,44.150001525878906,41.61000061035156,44.0099983215332,390129000,12.328496979351774,17.234212919082292,,,,22.479608309489162,16.459947324886144,34.518930278695194,,,
2008-01-24,44.189998626708984,44.93000030517578,44.060001373291016,44.90999984741211,250249100,36.11683600317177,27.669961630644117,,,,32.43281341899356,22.115226286811502,53.06798768335768,,,
2008-01-25,45.869998931884766,45.869998931884766,43.939998626708984,43.9900016784668,199299100,26.818680519158807,24.297392685096636,,,,34.04568866655094,26.25351672685752,49.630032545937766,,,
2008-01-28,44.02000045776367,44.439998626708984,43.56999969482422,44.33000183105469,163711200,34.59701859290628,27.799806626174547,,,,38.085061887544434,30.30269349381109,53.64979867501111,,,
2008-01-29,44.560001373291016,44.68000030517578,44.040000915527344,44.40999984741211,138520000,36.57957630282827,28.636407149419064,,,,43.03827804189765,34.62280569820554,59.86922272928186,46.7879997253418,,
2008-01-30,44.25,45.31999969482422,44.18000030517578,44.369998931884766,220824400,35.8994081295089,28.4588360427902,-1.929664844034221,,,47.22474700069933,38.87258457741648,63.929071847265035,46.55771393548875,,
2008-01-31,43.869998931884766,45.59000015258789,43.81999969482422,45.130001068115234,246824100,55.53521421639154,36.51378467853239,-1.7034476555609714,,,57.419495083031315,45.10290733640377,82.05267057628642,46.42174128145318,,
2008-02-01,45.5,45.880001068115234,44.880001068115234,45.59000015258789,161920300,63.90142685181946,40.8544442671638,-1.448679104021629,,,69.3764390293402,53.235873627602814,101.657569832815,46.34252784060887,,
2008-02-04,45.58000183105469,45.61000061035156,44.939998626708984,44.95000076293945,100209900,48.14667410873338,37.05809107092196,-1.3233138035128604,,,72.32883275949709,59.62206917054165,97.74235993740797,46.209906214164164,,
2008-02-05,44.16999816894531,44.599998474121094,43.63999938964844,43.66999816894531,188990400,29.78689181483032,30.8780288782263,-1.3760192083541227,,,49.63917132513527,56.286819986055136,36.343874003295554,45.96801020985761,,
2008-02-06,43.91999816894531,44.16999816894531,42.77000045776367,42.810001373291016,178285000,22.56145212931212,27.55331466530093,-1.49841616053277,,,33.51060192960563,48.683171210347474,3.1654633681219337,45.66724746351793,,
2008-02-07,42.33000183105469,43.790000915527344,42.150001525878906,43.11000061035156,286254800,29.968819272998907,30.36981807526665,-1.5152945872969354,,,30.918313266220295,42.75553558716898,7.243868624322928,45.423700144168755,,
2008-02-08,43.20000076293945,43.77000045776367,42.939998626708984,43.599998474121094,173781300,41.410955964936015,34.82659495939482,-1.4322736627504042,,,33.570979107557584,39.691943813473074,21.32904969572661,45.25001427083088,,
2008-02-11,43.77000045776367,44.220001220703125,43.540000915527344,44.06999969482422,119562300,51.00833588159443,38.868428346629265,-1.2829198454483972,0.21819447360852617,-1.5011143190569234,39.54001213069263,39.64127706379734,39.337482264483214,45.13763193025882,,
2008-02-12,44.34000015258789,44.68000030517578,43.5099983215332,43.81999969482422,145412400,45.99842217270965,37.53499870021197,-1.184226846437923,0.2535099780952004,-1.4377368245331235,41.28426600824476,40.189104792778565,43.47458843917714,45.01214314593172,,
2008-02-13,44.38999938964844,44.880001068115234,44.15999984741211,44.779998779296875,148685900,63.30027798213972,45.29584267620355,-0.9644596573293001,0.37862173376305863,-1.3430813910923587,51.026818245667215,43.80240035809671,65.47565402080822,44.990034158633165,,
2008-02-14,44.849998474121094,44.849998474121094,43.88999938964844,43.970001220703125,170868900,47.31258443796877,40.70096000343822,-0.8959479978288698,0.35770671461079107,-1.2536547124396609,51.55163039519325,46.385822330029946,61.88324652551985,44.892888164544594,,
2008-02-15,43.72999954223633,43.97999954223633,43.45000076293945,43.81999969482422,100053300,44.69920780217163,39.89387558635825,-0.8491026208161117,0.32364167329883964,-1.1727442941149513,54.75858205151837,49.17699094368062,65.92176426719385,44.79070831028551,,
